source_row,metadata_rows,local_file,processed_file,sha256,record_tai,record_utc,day,csv_date_unknown_scale,target_si,target_provenance,split,shape,dtype
876,876,data/processed/hmi.m_45s.2022.07.25_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.07.25_00_01_30_TAI.magnetogram_processed.npy,193bf4d335b7fd812cc460736c4155e6c5c259d347b8686764767840f16328f5,2022-07-25T00:01:30,2022-07-25T00:00:53.000Z,2022-07-25,2022-07-25 00:00:38.300,1.6164898872375488,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
877,877,data/processed/hmi.m_45s.2022.07.28_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.07.28_00_01_30_TAI.magnetogram_processed.npy,af5e9cda0ecc6d39af385d77ffcae6acff3484d0b0f531e157d3445c83169bb7,2022-07-28T00:01:30,2022-07-28T00:00:53.000Z,2022-07-28,2022-07-28 00:00:38.200,1.5089869499206543,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
878,878;879,data/processed/hmi.m_45s.2022.07.29_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.07.29_00_01_30_TAI.magnetogram_processed.npy,8d0c8e4dfcbc991f9e3c6d4ea286854319bb8886f3efa29409d95a29a758c377,2022-07-29T00:01:30,2022-07-29T00:00:53.000Z,2022-07-29,2022-07-29 00:00:38.100,1.5044093132019043,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
880,880,data/processed/hmi.m_45s.2022.08.03_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.08.03_00_01_30_TAI.magnetogram_processed.npy,f1491ef98c6d49bbb601fcd7293475edc14d07485416423201561845d095226a,2022-08-03T00:01:30,2022-08-03T00:00:53.000Z,2022-08-03,2022-08-03 00:00:37.800,1.5819370746612549,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
881,881,data/processed/hmi.m_45s.2022.08.05_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.08.05_00_01_30_TAI.magnetogram_processed.npy,f91f5ded137fa71d71f67b2d4c24885dc5269bf474bc20fa0c82fb9ceefff257,2022-08-05T00:01:30,2022-08-05T00:00:53.000Z,2022-08-05,2022-08-05 00:00:37.700,1.6545891761779783,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
882,882;883;884,data/processed/hmi.m_45s.2022.08.07_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.08.07_00_01_30_TAI.magnetogram_processed.npy,9a0f99e717265c2c1adcc97e84bfef3254508b9f05e47fbeac7ea8d7ee61a906,2022-08-07T00:01:30,2022-08-07T00:00:53.000Z,2022-08-07,2022-08-07 00:00:37.600,1.6840159893035889,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
885,885,data/processed/hmi.m_45s.2022.08.10_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.08.10_00_01_30_TAI.magnetogram_processed.npy,b09e74e79f375bbbb0089ca4bfedc791b1715976a28bd1212bd2753f47285bb2,2022-08-10T00:01:30,2022-08-10T00:00:53.000Z,2022-08-10,2022-08-10 00:00:37.300,1.7548441886901855,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
886,886,data/processed/hmi.m_45s.2022.08.13_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.08.13_00_01_30_TAI.magnetogram_processed.npy,5cbad503895cd7bd97332d50bdfdfc894ddec284cd7d0f2324f56e4e29470757,2022-08-13T00:01:30,2022-08-13T00:00:53.000Z,2022-08-13,2022-08-13 00:00:37.100,1.7512619495391846,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
887,887,data/processed/hmi.m_45s.2022.08.15_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.08.15_00_01_30_TAI.magnetogram_processed.npy,f275c63dd1f58942b8af2d5e12d0e0f85a840a3ac96173b27fcc734f1cc0d1b0,2022-08-15T00:01:30,2022-08-15T00:00:53.000Z,2022-08-15,2022-08-15 00:00:36.900,1.7564117908477783,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
888,888;889,data/processed/hmi.m_45s.2022.08.16_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.08.16_00_01_30_TAI.magnetogram_processed.npy,322586ee0ede21cd6a09dcf144dd54dad31932a1115dd89e5eda2855862868a3,2022-08-16T00:01:30,2022-08-16T00:00:53.000Z,2022-08-16,2022-08-16 00:00:36.800,1.7665326595306396,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
890,890,data/processed/hmi.m_45s.2022.08.17_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.08.17_00_01_30_TAI.magnetogram_processed.npy,48f916765c62166a62d8402d57d594c707c94b7e4523ae205f9a1a74bbad8726,2022-08-17T00:01:30,2022-08-17T00:00:53.000Z,2022-08-17,2022-08-17 00:00:36.700,1.748192310333252,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
891,891,data/processed/hmi.m_45s.2022.08.18_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.08.18_00_01_30_TAI.magnetogram_processed.npy,a03264535747e2bd997bcd8df3ba5e57327f5bcd643ca04a51c8e43004169a39,2022-08-18T00:01:30,2022-08-18T00:00:53.000Z,2022-08-18,2022-08-18 00:00:36.600,1.6920089721679688,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
892,892;893,data/processed/hmi.m_45s.2022.08.20_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.08.20_00_01_30_TAI.magnetogram_processed.npy,c4dca4aedf3aab815934d3d087d0ac30d80accacdb3c0648c6b5fce404d842ff,2022-08-20T00:01:30,2022-08-20T00:00:53.000Z,2022-08-20,2022-08-20 00:00:36.400,1.633310317993164,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
894,894;895,data/processed/hmi.m_45s.2022.08.21_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.08.21_00_01_30_TAI.magnetogram_processed.npy,7b29f587873670400eaadb2368a90cbe46c8676b3df52c555663f5efcf85b67d,2022-08-21T00:01:30,2022-08-21T00:00:53.000Z,2022-08-21,2022-08-21 00:00:36.300,1.5890657901763916,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
896,896,data/processed/hmi.m_45s.2022.08.23_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.08.23_00_01_30_TAI.magnetogram_processed.npy,8b832ef2fdffa70c5f21a0a9a72bd6e958cbcc05e5727402362d2e9a3ca68901,2022-08-23T00:01:30,2022-08-23T00:00:53.000Z,2022-08-23,2022-08-23 00:00:36.100,1.5596210956573486,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
897,897,data/processed/hmi.m_45s.2022.08.24_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.08.24_00_01_30_TAI.magnetogram_processed.npy,d8c721e3e37cd628176d2fdcb4460775adfebc5359ac2cc5153a00ff841fdb51,2022-08-24T00:01:30,2022-08-24T00:00:53.000Z,2022-08-24,2022-08-24 00:00:36.000,1.5482723712921145,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
898,898,data/processed/hmi.m_45s.2022.08.26_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.08.26_00_01_30_TAI.magnetogram_processed.npy,c4d69390bfae2956cfbbf47f4bfceec39cd42a5e6338f3d2f2548b6cc4b894c8,2022-08-26T00:01:30,2022-08-26T00:00:53.000Z,2022-08-26,2022-08-26 00:00:35.800,1.61973237991333,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
899,899,data/processed/hmi.m_45s.2022.08.28_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.08.28_00_01_30_TAI.magnetogram_processed.npy,f895c072a75c2a5f06341c7127ab2005c41ebe1b75721659460204c544b302ca,2022-08-28T00:01:30,2022-08-28T00:00:53.000Z,2022-08-28,2022-08-28 00:00:35.600,1.644134521484375,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
900,900,data/processed/hmi.m_45s.2022.09.01_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.09.01_00_01_30_TAI.magnetogram_processed.npy,323b389f0fa76cb2cc55fcc7d307dd68745b309319bf0d5a80a79478320a2f70,2022-09-01T00:01:30,2022-09-01T00:00:53.000Z,2022-09-01,2022-09-01 00:00:35.200,1.627260446548462,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
901,901;902,data/processed/hmi.m_45s.2022.09.02_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.09.02_00_01_30_TAI.magnetogram_processed.npy,a66917d229447d2539a632618479678cbfcd04bc06a7ac44bb8de5201e25beb9,2022-09-02T00:01:30,2022-09-02T00:00:53.000Z,2022-09-02,2022-09-02 00:00:35.000,1.6351759433746338,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
903,903,data/processed/hmi.m_45s.2022.09.03_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.09.03_00_01_30_TAI.magnetogram_processed.npy,288b6fdcea9b2921dfc89161e9f190991679c72752d81d6037fa75a5aca3a920,2022-09-03T00:01:30,2022-09-03T00:00:53.000Z,2022-09-03,2022-09-03 00:00:34.900,1.641845703125,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
904,904,data/processed/hmi.m_45s.2022.09.04_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.09.04_00_01_30_TAI.magnetogram_processed.npy,139124859de435a8b3d989514481306a0b0cad85e2f465d98527dbbf55d900a8,2022-09-04T00:01:30,2022-09-04T00:00:53.000Z,2022-09-04,2022-09-04 00:00:34.800,1.6978442668914795,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
905,905,data/processed/hmi.m_45s.2022.09.05_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.09.05_00_01_30_TAI.magnetogram_processed.npy,979f796b378869e064cfda7ace4d386c7f35bb2517babb395a7d45637e725a19,2022-09-05T00:01:30,2022-09-05T00:00:53.000Z,2022-09-05,2022-09-05 00:00:34.700,1.719343662261963,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
906,906,data/processed/hmi.m_45s.2022.09.06_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.09.06_00_01_30_TAI.magnetogram_processed.npy,7154848e9c314c518808acde76750a5dc7232b020d7922eab51ce3171cb8e46b,2022-09-06T00:01:30,2022-09-06T00:00:53.000Z,2022-09-06,2022-09-06 00:00:34.500,1.7152667045593262,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
907,907,data/processed/hmi.m_45s.2022.09.07_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.09.07_00_01_30_TAI.magnetogram_processed.npy,0a83c277c129720653618e3322c4d1519e3bb98f0d076c97b7a63d729c6b11c7,2022-09-07T00:01:30,2022-09-07T00:00:53.000Z,2022-09-07,2022-09-07 00:00:34.400,1.7037749290466309,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
908,908,data/processed/hmi.m_45s.2022.09.11_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.09.11_00_01_30_TAI.magnetogram_processed.npy,130b11b25f85710888936acbbfe33324e3ec536af78dd677bf5e985ed519df71,2022-09-11T00:01:30,2022-09-11T00:00:53.000Z,2022-09-11,2022-09-11 00:00:33.900,1.755321025848389,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
909,909;910,data/processed/hmi.m_45s.2022.09.20_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.09.20_00_01_30_TAI.magnetogram_processed.npy,73a9735b6e2853704341e6dc1d16617dddcff331b43938b68837ff8798e01576,2022-09-20T00:01:30,2022-09-20T00:00:53.000Z,2022-09-20,2022-09-20 00:00:32.700,1.6157865524291992,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
911,911;912,data/processed/hmi.m_45s.2022.09.25_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.09.25_00_01_30_TAI.magnetogram_processed.npy,e301c00949cb5242df1cc8354e257d1acac39994d95331479ea3c62f8db7a9c1,2022-09-25T00:01:30,2022-09-25T00:00:53.000Z,2022-09-25,2022-09-25 00:00:32.000,1.7643630504608154,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
913,913;914,data/processed/hmi.m_45s.2022.09.26_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.09.26_00_01_30_TAI.magnetogram_processed.npy,d3a72ae47c5ea04c52da7ddf580a3e25d3ed78f6f51094b416eac38243361726,2022-09-26T00:01:30,2022-09-26T00:00:53.000Z,2022-09-26,2022-09-26 00:00:31.900,1.755976676940918,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
915,915,data/processed/hmi.m_45s.2022.10.03_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.10.03_00_01_30_TAI.magnetogram_processed.npy,f13a84d452869694d6794c0bc91b5a1d7e4f2523a193200136401ad2cf0d3181,2022-10-03T00:01:30,2022-10-03T00:00:53.000Z,2022-10-03,2022-10-03 00:00:30.900,1.7937839031219482,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
916,916,data/processed/hmi.m_45s.2022.10.04_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.10.04_00_01_30_TAI.magnetogram_processed.npy,bcfa75dfb029c0424d9f4239e2303711a1593db4ae50ba9c5c64665453b2c245,2022-10-04T00:01:30,2022-10-04T00:00:53.000Z,2022-10-04,2022-10-04 00:00:30.700,1.8818914890289309,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
917,917,data/processed/hmi.m_45s.2022.10.06_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.10.06_00_01_30_TAI.magnetogram_processed.npy,77b968319aab21d884f69141d2a083b815722cf2bbd74435fdb19b05b77b5fc5,2022-10-06T00:01:30,2022-10-06T00:00:53.000Z,2022-10-06,2022-10-06 00:00:30.400,1.9736111164093015,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
918,918,data/processed/hmi.m_45s.2022.10.09_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.10.09_00_01_30_TAI.magnetogram_processed.npy,92f356875e951326c56340b128538d01fc6aefad7a176071b07c5e6c5e537d2d,2022-10-09T00:01:30,2022-10-09T00:00:53.000Z,2022-10-09,2022-10-09 00:00:30.000,1.9484102725982664,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
919,919,data/processed/hmi.m_45s.2022.10.12_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.10.12_00_01_30_TAI.magnetogram_processed.npy,de453828c142a98051929587f3e5f23ab228db6e17974c9a971fd647e2601141,2022-10-12T00:01:30,2022-10-12T00:00:53.000Z,2022-10-12,2022-10-12 00:00:29.600,1.805680990219116,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
920,920,data/processed/hmi.m_45s.2022.10.13_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.10.13_00_01_30_TAI.magnetogram_processed.npy,4522a06d090806acb0d6caf8d539cba93c540d051856a3af512027800690c8be,2022-10-13T00:01:30,2022-10-13T00:00:53.000Z,2022-10-13,2022-10-13 00:00:29.400,1.6932010650634766,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
921,921,data/processed/hmi.m_45s.2022.10.14_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.10.14_00_01_30_TAI.magnetogram_processed.npy,85107f23d5912c5f79245cf2711290ac8715533c4c8182709c9e5239e85cc0d3,2022-10-14T00:01:30,2022-10-14T00:00:53.000Z,2022-10-14,2022-10-14 00:00:29.300,1.5699565410614014,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
922,922,data/processed/hmi.m_45s.2022.10.16_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.10.16_00_01_30_TAI.magnetogram_processed.npy,ad2a5a2c6523bd4be5ebcd4c2758800b9fdbd4b8abf95596d727067749e1d745,2022-10-16T00:01:30,2022-10-16T00:00:53.000Z,2022-10-16,2022-10-16 00:00:29.000,1.5053510665893557,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
923,923;924;925,data/processed/hmi.m_45s.2022.10.19_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.10.19_00_01_30_TAI.magnetogram_processed.npy,1badd604b79a6a10e3c3fd854301a2ee1a0a91dbf0f7436e23250c918e44f2ba,2022-10-19T00:01:30,2022-10-19T00:00:53.000Z,2022-10-19,2022-10-19 00:00:28.600,1.504361629486084,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
926,926,data/processed/hmi.m_45s.2022.10.20_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.10.20_00_01_30_TAI.magnetogram_processed.npy,07cb995708b640ee2bd0cc56f0aaef19106bd45d8c77e4a15c14c0b834523773,2022-10-20T00:01:30,2022-10-20T00:00:53.000Z,2022-10-20,2022-10-20 00:00:28.500,1.5283524990081787,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
927,927;928;929,data/processed/hmi.m_45s.2022.10.21_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.10.21_00_01_30_TAI.magnetogram_processed.npy,841cf286484f3002c597636ebdc80ab96fa4dfa6bb49fec139e99ec9c8c79f56,2022-10-21T00:01:30,2022-10-21T00:00:53.000Z,2022-10-21,2022-10-21 00:00:28.300,1.517653465270996,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
930,930,data/processed/hmi.m_45s.2022.10.22_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.10.22_00_01_30_TAI.magnetogram_processed.npy,745bb51976b93219cbc50f46427de77c8101527735f851f16c2288fa4bd5ef96,2022-10-22T00:01:30,2022-10-22T00:00:53.000Z,2022-10-22,2022-10-22 00:00:28.200,1.513528823852539,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
931,931;932,data/processed/hmi.m_45s.2022.10.27_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.10.27_00_01_30_TAI.magnetogram_processed.npy,9cb95d853038f0725fe41605b05dde4065ca2b0f741734c3df8e871767f7481d,2022-10-27T00:01:30,2022-10-27T00:00:53.000Z,2022-10-27,2022-10-27 00:00:27.500,1.5559017658233645,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
933,933,data/processed/hmi.m_45s.2022.10.30_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.10.30_00_01_30_TAI.magnetogram_processed.npy,013551fccbcfb125c098a94dec81377199cc0453c95639fe88e5bdecaa6ec625,2022-10-30T00:01:30,2022-10-30T00:00:53.000Z,2022-10-30,2022-10-30 00:00:27.100,1.722884178161621,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
934,934;935;936,data/processed/hmi.m_45s.2022.11.02_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.11.02_00_01_30_TAI.magnetogram_processed.npy,65c6f50dd4107e065c928c1eac639b3a4e2b54cb3f0ed6e72c17be3a483f291a,2022-11-02T00:01:30,2022-11-02T00:00:53.000Z,2022-11-02,2022-11-02 00:00:26.700,1.7692863941192627,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
937,937;938,data/processed/hmi.m_45s.2022.11.03_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.11.03_00_01_30_TAI.magnetogram_processed.npy,b2669f75a0aa4ff2398330add8cf49d1aefa68ed161be97851248d3fd6582514,2022-11-03T00:01:30,2022-11-03T00:00:53.000Z,2022-11-03,2022-11-03 00:00:26.600,1.7823338508605957,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
939,939,data/processed/hmi.m_45s.2022.11.04_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.11.04_00_01_30_TAI.magnetogram_processed.npy,4dc93cd38cde9264f61fb1526275292ed71d38c5801f8f4597130144214163f6,2022-11-04T00:01:30,2022-11-04T00:00:53.000Z,2022-11-04,2022-11-04 00:00:26.400,1.7746150493621826,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
940,940,data/processed/hmi.m_45s.2022.11.06_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.11.06_00_01_30_TAI.magnetogram_processed.npy,90f0d3190db61f709443dcad93e70ca08191f227a99b9c5644564cdc30c41f4e,2022-11-06T00:01:30,2022-11-06T00:00:53.000Z,2022-11-06,2022-11-06 00:00:26.200,1.96073055267334,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
941,941,data/processed/hmi.m_45s.2022.11.09_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.11.09_00_01_30_TAI.magnetogram_processed.npy,e6409efe980c7346162539f3fac0a7686596ed0eea0026376c6ad81482d6cbfb,2022-11-09T00:01:30,2022-11-09T00:00:53.000Z,2022-11-09,2022-11-09 00:00:25.800,1.7385542392730713,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
942,942,data/processed/hmi.m_45s.2022.11.12_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.11.12_00_01_30_TAI.magnetogram_processed.npy,7bcc1eb4b31bd6689948e7aa0440f3e618e773a908e4750d786d4a33f2c9d935,2022-11-12T00:01:30,2022-11-12T00:00:53.000Z,2022-11-12,2022-11-12 00:00:25.500,1.6596853733062744,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
943,943;944,data/processed/hmi.m_45s.2022.11.15_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.11.15_00_01_30_TAI.magnetogram_processed.npy,8d1bb19b8bac28d51bf6c09c11b6572c5b74848221ac3cb9de033b4d4d2a9bfd,2022-11-15T00:01:30,2022-11-15T00:00:53.000Z,2022-11-15,2022-11-15 00:00:25.100,1.6319811344146729,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
945,945,data/processed/hmi.m_45s.2022.11.17_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.11.17_00_01_30_TAI.magnetogram_processed.npy,a33b2358decc3d86d04a769df3255900776d2995e6119f6c9ad3226b67c5f2a6,2022-11-17T00:01:30,2022-11-17T00:00:53.000Z,2022-11-17,2022-11-17 00:00:24.900,1.4964103698730469,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
946,946,data/processed/hmi.m_45s.2022.11.20_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.11.20_00_01_30_TAI.magnetogram_processed.npy,22cdd1c515bbce414e9df2989174a51aed429bc59aab5f500e791b4508a66633,2022-11-20T00:01:30,2022-11-20T00:00:53.000Z,2022-11-20,2022-11-20 00:00:24.600,1.5852689743041992,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
947,947,data/processed/hmi.m_45s.2022.11.22_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.11.22_00_01_30_TAI.magnetogram_processed.npy,1324bdba9ddeaf4cc8c54c524600e33fa4187f0348272715dcc0f8dd5dbbbec0,2022-11-22T00:01:30,2022-11-22T00:00:53.000Z,2022-11-22,2022-11-22 00:00:24.400,1.6345739364624023,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
948,948,data/processed/hmi.m_45s.2022.11.23_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.11.23_00_01_30_TAI.magnetogram_processed.npy,4dee463ef46c854294693eebcb497a1e90463666ba42fcd833966306b49bb9b9,2022-11-23T00:01:30,2022-11-23T00:00:53.000Z,2022-11-23,2022-11-23 00:00:24.300,1.6442298889160156,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
949,949,data/processed/hmi.m_45s.2022.11.26_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.11.26_00_01_30_TAI.magnetogram_processed.npy,743251525848a1bb18dcf70fcc27a6472d395d88cd5ec8669f841021c47ef57c,2022-11-26T00:01:30,2022-11-26T00:00:53.000Z,2022-11-26,2022-11-26 00:00:24.000,1.56630277633667,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
950,950,data/processed/hmi.m_45s.2022.11.27_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.11.27_00_01_30_TAI.magnetogram_processed.npy,6dd50b2340c1febfbfbaa495c27ae2ac865d9f73e1049f8ef4487e23d16d6de8,2022-11-27T00:01:30,2022-11-27T00:00:53.000Z,2022-11-27,2022-11-27 00:00:23.900,1.5549898147583008,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,selection_validation,"(512, 512)",float32
951,951,data/processed/hmi.m_45s.2022.11.30_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.11.30_00_01_30_TAI.magnetogram_processed.npy,0c7a6490fbe35a5a2884b029ebcecfd01b4073bac751527217dd94bd6a6032f7,2022-11-30T00:01:30,2022-11-30T00:00:53.000Z,2022-11-30,2022-11-30 00:00:23.700,1.5536010265350342,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
952,952,data/processed/hmi.m_45s.2022.12.04_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.12.04_00_01_30_TAI.magnetogram_processed.npy,84558e84f33245e2952c139109c723518172904162415699c87f40daf2c6629d,2022-12-04T00:01:30,2022-12-04T00:00:53.000Z,2022-12-04,2022-12-04 00:00:23.300,1.7425715923309326,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
953,953,data/processed/hmi.m_45s.2022.12.05_00_01_30_TAI.magnetogram_processed.npy,hmi.m_45s.2022.12.05_00_01_30_TAI.magnetogram_processed.npy,682a7bc7e6e472fb665fa5bb079490214f21c209b85051eb9571fc63988e0412,2022-12-05T00:01:30,2022-12-05T00:00:53.000Z,2022-12-05,2022-12-05 00:00:23.200,1.7908573150634766,stored_original_4096x4096_pixel_percentage_not_recomputed_from_npy,train,"(512, 512)",float32
